Tempo (anos),Altitude (km),Velocidade (km/s),Arrasto (N)
0.0000,388.1861,7.679020,4.5374e-4
0.0192,370.5679,7.689048,6.7845e-4
0.0383,348.3051,7.701775,8.6066e-4
0.0575,308.4617,7.724712,1.5480e-3
0.0767,237.5435,7.766049,2.7800e-3
0.0958,-226.4847,8.053955,1.8483e-2
